Date/Time,ZONE 1:Zone Measured Air Temperature [C](TimeStep),ZONE 2:Zone Measured Air Temperature [C](TimeStep),ZONE 3:Zone Measured Air Temperature [C](TimeStep),ZONE 4:Zone Measured Air Temperature [C](TimeStep)
 01/01  05:00:00,-6.121800776,-5.304748223,-5.491226922,-4.854016051
 01/01  05:10:00,-6.125990476,-5.325009907,-5.520935319,-4.888520751
 01/01  05:20:00,-6.136832116,-5.345644405,-5.550067105,-4.922336287
 01/01  05:30:00,-6.152398384,-5.366937815,-5.578875619,-4.955646986
 01/01  05:40:00,-6.170413503,-5.388823396,-5.607400328,-4.988495765
 01/01  05:50:00,-6.18946621,-5.411163995,-5.635629002,-5.020889678
 01/01  06:00:00,-6.208954185,-5.433850356,-5.663555775,-5.052838174
 01/01  06:10:00,-6.075486786,-5.411863511,-5.663390354,-5.063253904
 01/01  06:20:00,-5.90456895,-5.366046521,-5.647114565,-5.060827334
 01/01  06:30:00,-5.780333815,-5.317822507,-5.627465463,-5.054976472
 01/01  06:40:00,-5.715594912,-5.276469122,-5.610219825,-5.050061524
 01/01  06:50:00,-5.690752708,-5.243391157,-5.596559786,-5.047074528
 01/01  07:00:00,-5.685362029,-5.217304975,-5.586038052,-5.045794959
 01/01  07:10:00,-5.684159534,-5.195762339,-5.577448411,-5.045456832
 01/01  07:20:00,-5.681750765,-5.177204728,-5.570036935,-5.045587323
 01/01  07:30:00,-5.677419411,-5.160226611,-5.563308794,-5.045883
 01/01  07:40:00,-5.670919766,-5.142849674,-5.556700411,-5.045988199
 01/01  07:50:00,-5.661974017,-5.123902703,-5.549852287,-5.045676583
 01/01  08:00:00,-5.650425646,-5.102806862,-5.542533788,-5.044802195
 01/01  08:10:00,-5.633583715,-5.078622356,-5.53412863,-5.042953216
 01/01  08:20:00,-5.611285401,-5.050933542,-5.524263218,-5.039872489
 01/01  08:30:00,-5.584809384,-5.019641516,-5.512767706,-5.035434238
 01/01  08:40:00,-5.556120306,-4.985386321,-5.49976452,-5.029707196
 01/01  08:50:00,-5.525689321,-4.948720964,-5.4853634,-5.022752723
 01/01  09:00:00,-5.493282031,-4.909715381,-5.469601747,-5.014584536
 01/01  09:10:00,-5.397554192,-4.850481876,-5.442639629,-4.997701587
 01/01  09:20:00,-5.282556912,-4.778647679,-5.408508418,-4.975046765
 01/01  09:30:00,-5.181661259,-4.702313314,-5.371560771,-4.949848276
 01/01  09:40:00,-5.101571669,-4.625413518,-5.333894688,-4.923670363
 01/01  09:50:00,-5.035892606,-4.548859655,-5.296006122,-4.896895098
 01/01  10:00:00,-4.976981583,-4.472399398,-5.257783226,-4.869453961
 01/01  10:10:00,-4.921203552,-4.395953032,-5.219240935,-4.841354082
 01/01  10:20:00,-4.866530765,-4.319411863,-5.180362646,-4.812584279
 01/01  10:30:00,-4.81172498,-4.242628577,-5.141091741,-4.783109501
 01/01  10:40:00,-4.757423484,-4.16611105,-5.101626233,-4.753067655
 01/01  10:50:00,-4.704271597,-4.090310998,-5.062118279,-4.722568715
 01/01  11:00:00,-4.652335397,-4.015473143,-5.022636165,-4.691668414
 01/01  11:10:00,-4.601317628,-3.941683346,-4.983195972,-4.660388529
 01/01  11:20:00,-4.551162596,-3.869139609,-4.943844816,-4.628772395
 01/01  11:30:00,-4.501390387,-3.797756818,-4.904552547,-4.596812143
 01/01  11:40:00,-4.45358736,-3.728240409,-4.865593428,-4.564705648
 01/01  11:50:00,-4.408934466,-3.661232715,-4.827200391,-4.532626891
 01/01  12:00:00,-4.369719618,-3.597668974,-4.789702162,-4.500818424
 01/01  12:10:00,-4.337412352,-3.538070398,-4.753419572,-4.469522232
 01/01  12:20:00,-4.311417384,-3.482505411,-4.718472844,-4.438849231
 01/01  12:30:00,-4.288275953,-3.431409188,-4.685046325,-4.408955337
 01/01  12:40:00,-4.265039524,-3.383762214,-4.65275335,-4.379612763
 01/01  12:50:00,-4.240065963,-3.338529899,-4.621228538,-4.3506028
 01/01  13:00:00,-4.212966762,-3.29507386,-4.590252056,-4.321799429
 01/01  13:10:00,-4.184995565,-3.253574821,-4.559879359,-4.293259677
 01/01  13:20:00,-4.159013372,-3.213812933,-4.530026918,-4.264946614
 01/01  13:30:00,-4.134137633,-3.176081747,-4.500575843,-4.236797913
 01/01  13:40:00,-4.108957742,-3.140150427,-4.471359523,-4.208717033
 01/01  13:50:00,-4.082842346,-3.105671201,-4.442260441,-4.180637905
 01/01  14:00:00,-4.055817874,-3.072366513,-4.413214195,-4.152528223
 01/01  14:10:00,-4.031666617,-3.041044585,-4.384721059,-4.12473621
 01/01  14:20:00,-4.010921161,-3.011649847,-4.356944741,-4.097388191
 01/01  14:30:00,-3.993089355,-2.984255056,-4.329962317,-4.070553829
 01/01  14:40:00,-3.977739006,-2.959085923,-4.303859629,-4.044308787
 01/01  14:50:00,-3.964432949,-2.936216057,-4.278663049,-4.018688477
 01/01  15:00:00,-3.952699781,-2.915585718,-4.254355218,-3.993697913
 01/01  15:10:00,-3.942082282,-2.897047296,-4.230898468,-3.969326825
 01/01  15:20:00,-3.932586565,-2.880838857,-4.208359868,-3.94563423
 01/01  15:30:00,-3.923799938,-2.866732664,-4.186687549,-3.922598837
 01/01  15:40:00,-3.91511934,-2.854289319,-4.165765695,-3.900154952
 01/01  15:50:00,-3.90617956,-2.843167336,-4.145502046,-3.87825057
 01/01  16:00:00,-3.896982286,-2.833212332,-4.125853098,-3.856864708
 01/01  16:10:00,-3.887725484,-2.824387823,-4.106806284,-3.83599606
 01/01  16:20:00,-3.878577397,-2.816653924,-4.088111585,-3.815642778
 01/01  16:30:00,-3.869768531,-2.810078539,-4.069732449,-3.795821526
 01/01  16:40:00,-3.860973416,-2.804302599,-4.051615654,-3.77647081
 01/01  16:50:00,-3.851843195,-2.799018208,-4.033725587,-3.757535042
 01/01  17:00:00,-3.842280444,-2.794051609,-4.016046019,-3.738981203
 01/01  17:10:00,-3.834175249,-2.789801662,-3.998846067,-3.720976396
 01/01  17:20:00,-3.828190942,-2.786486424,-3.982288066,-3.703620356
 01/01  17:30:00,-3.823981298,-2.784108709,-3.966414458,-3.686933736
 01/01  17:40:00,-3.820966607,-2.782577833,-3.951212307,-3.670900247
 01/01  17:50:00,-3.818727704,-2.781792715,-3.936656815,-3.655495633
 01/01  18:00:00,-3.817050366,-2.781670338,-3.92272697,-3.640698241
 01/01  18:10:00,-3.815424272,-2.782005715,-3.909338429,-3.626444958
 01/01  18:20:00,-3.813689698,-2.782685063,-3.896438107,-3.612693498
 01/01  18:30:00,-3.81197652,-2.783667256,-3.884009494,-3.599426097
 01/01  18:40:00,-3.810421233,-2.784943333,-3.872049717,-3.586633699
 01/01  18:50:00,-3.809112517,-2.786512609,-3.86055932,-3.574309761
 01/01  19:00:00,-3.808095606,-2.788373638,-3.849538552,-3.56244999
 01/01  19:10:00,-3.772310568,-2.785968154,-3.833454932,-3.547865902
 01/01  19:20:00,-3.719874619,-2.779272829,-3.813320793,-3.530993341
 01/01  19:30:00,-3.667902667,-2.769336182,-3.790855978,-3.512726171
 01/01  19:40:00,-3.621786423,-2.75699651,-3.767011364,-3.493576931
 01/01  19:50:00,-3.580257429,-2.742726599,-3.742110044,-3.473727258
 01/01  20:00:00,-3.540817945,-2.726500457,-3.71621323,-3.453216118
 01/01  20:10:00,-3.512100316,-2.71116008,-3.690951324,-3.433138542
 01/01  20:20:00,-3.496228953,-2.698387318,-3.667306625,-3.414158623
 01/01  20:30:00,-3.490150658,-2.688546773,-3.645553507,-3.396467731
 01/01  20:40:00,-3.489998396,-2.681413756,-3.625639639,-3.380038398
 01/01  20:50:00,-3.493102445,-2.676637771,-3.607639826,-3.364789924
 01/01  21:00:00,-3.498108766,-2.673925797,-3.591435912,-3.350651121
 01/01  21:10:00,-3.497065679,-2.671034807,-3.575705187,-3.336777109
 01/01  21:20:00,-3.48777753,-2.666674142,-3.559645085,-3.322652733
 01/01  21:30:00,-3.472199665,-2.66054618,-3.543012088,-3.308117094
 01/01  21:40:00,-3.453005064,-2.652795823,-3.525821013,-3.293173737
 01/01  21:50:00,-3.432005368,-2.643651872,-3.508144394,-3.277864561
 01/01  22:00:00,-3.410077319,-2.633302691,-3.490040333,-3.262224418
 01/01  22:10:00,-3.32350586,-2.612115645,-3.460932453,-3.239909655
 01/01  22:20:00,-3.234254947,-2.587791948,-3.427237592,-3.214562774
 01/01  22:30:00,-3.179792073,-2.566705514,-3.394874023,-3.189718532
 01/01  22:40:00,-3.160089851,-2.551107954,-3.366253687,-3.166911761
 01/01  22:50:00,-3.161260876,-2.5408803,-3.341646396,-3.146558333
 01/01  23:00:00,-3.171649011,-2.535227988,-3.32062336,-3.128511714
 01/01  23:10:00,-3.178784144,-2.531565021,-3.301616099,-3.111790275
 01/01  23:20:00,-3.17942976,-2.528371446,-3.28366266,-3.095776849
 01/01  23:30:00,-3.175517231,-2.525162001,-3.26641014,-3.080245008
 01/01  23:40:00,-3.16960314,-2.521914273,-3.249785512,-3.065151678
 01/01  23:50:00,-3.163165503,-2.518704997,-3.233782802,-3.050499024
 01/01  24:00:00,-3.156711103,-2.515585395,-3.2183881,-3.036284519
 01/02  00:10:00,-3.175086817,-2.51918918,-3.207614526,-3.025233895
 01/02  00:20:00,-3.223562179,-2.533025426,-3.2037216,-3.018947431
 01/02  00:30:00,-3.29388091,-2.557413505,-3.207117815,-3.017809184
 01/02  00:40:00,-3.376332305,-2.591303258,-3.217380413,-3.021643731
 01/02  00:50:00,-3.464861188,-2.633451079,-3.233928546,-3.030154154
 01/02  01:00:00,-3.556846995,-2.682818378,-3.256260836,-3.04307944
 01/02  01:10:00,-3.613849032,-2.728535041,-3.27782503,-3.056042458
 01/02  01:20:00,-3.627547581,-2.764612437,-3.294799163,-3.066408686
 01/02  01:30:00,-3.610292319,-2.789338348,-3.306229032,-3.073418454
 01/02  01:40:00,-3.576641937,-2.803981312,-3.312463277,-3.077227692
 01/02  01:50:00,-3.535626352,-2.810362575,-3.31411869,-3.07812032
 01/02  02:00:00,-3.491102775,-2.809970979,-3.311713822,-3.076317072
 01/02  02:10:00,-3.462409735,-2.808663383,-3.308592462,-3.07398833
 01/02  02:20:00,-3.453846182,-2.809686286,-3.306732173,-3.07246102
 01/02  02:30:00,-3.459644776,-2.813770623,-3.306699376,-3.072169095
 01/02  02:40:00,-3.472950442,-2.820561972,-3.308418414,-3.073105367
 01/02  02:50:00,-3.489546634,-2.829526075,-3.311674856,-3.075156426
 01/02  03:00:00,-3.507674081,-2.840250794,-3.316293275,-3.078251761
 01/02  03:10:00,-3.515479149,-2.849471196,-3.320300699,-3.081076532
 01/02  03:20:00,-3.510379109,-2.855452785,-3.322557704,-3.082833298
 01/02  03:30:00,-3.496050835,-2.857982493,-3.322795711,-3.083263435
 01/02  03:40:00,-3.476834683,-2.857493777,-3.321139069,-3.082393906
 01/02  03:50:00,-3.45541992,-2.854503404,-3.317792392,-3.080326927
 01/02  04:00:00,-3.432947209,-2.84942579,-3.312929161,-3.077156622
 01/02  04:10:00,-3.396189848,-2.8389729,-3.304457833,-3.071448912
 01/02  04:20:00,-3.342400617,-2.821557927,-3.291224596,-3.06245142
 01/02  04:30:00,-3.276241524,-2.797321136,-3.273088618,-3.049964287
 01/02  04:40:00,-3.203167762,-2.767103125,-3.250359588,-3.034109956
 01/02  04:50:00,-3.12658476,-2.731256841,-3.223426069,-3.015086451
 01/02  05:00:00,-3.048021504,-2.690240907,-3.192624819,-2.993073002
 01/02  05:10:00,-2.987098346,-2.649712014,-3.161348818,-2.970330007
 01/02  05:20:00,-2.948051455,-2.612880828,-3.131591494,-2.948224911
 01/02  05:30:00,-2.924590737,-2.580420889,-3.103881083,-2.927167969
 01/02  05:40:00,-2.909294101,-2.551879505,-3.078080392,-2.907126642
 01/02  05:50:00,-2.897557416,-2.526602126,-3.053913039,-2.887967458
 01/02  06:00:00,-2.887415174,-2.504052492,-3.031149537,-2.869578792
 01/02  06:10:00,-2.934861999,-2.494559999,-3.019024267,-2.857660511
 01/02  06:20:00,-2.993813107,-2.491886305,-3.012820894,-2.849428893
 01/02  06:30:00,-3.03228532,-2.490164656,-3.007827954,-2.842059018
 01/02  06:40:00,-3.04636333,-2.486907765,-3.001944608,-2.834268855
 01/02  06:50:00,-3.044329924,-2.481733173,-2.994747928,-2.8257756
 01/02  07:00:00,-3.03440776,-2.474945446,-2.986392898,-2.816644487
 01/02  07:10:00,-3.024138059,-2.467711998,-2.977569658,-2.807303137
 01/02  07:20:00,-3.016039442,-2.460709698,-2.968691393,-2.798009215
 01/02  07:30:00,-3.009536657,-2.45401527,-2.959855732,-2.788820287
 01/02  07:40:00,-3.003549026,-2.447498255,-2.951037568,-2.779715164
 01/02  07:50:00,-2.997449954,-2.441028394,-2.942192491,-2.770659822
 01/02  08:00:00,-2.991063571,-2.434525982,-2.933288583,-2.761627974
 01/02  08:10:00,-2.98080093,-2.42696485,-2.923736209,-2.752216662
 01/02  08:20:00,-2.965809655,-2.417787713,-2.913193002,-2.742181888
 01/02  08:30:00,-2.947194624,-2.406908183,-2.901576588,-2.731450222
 01/02  08:40:00,-2.926154812,-2.394282938,-2.888879896,-2.719998439
 01/02  08:50:00,-2.903461305,-2.379938287,-2.875122326,-2.707822296
 01/02  09:00:00,-2.879536153,-2.36393574,-2.860327066,-2.6949217
 01/02  09:10:00,-2.905088389,-2.356654219,-2.852253194,-2.686223631
 01/02  09:20:00,-2.944689446,-2.353833804,-2.84787545,-2.679894845
 01/02  09:30:00,-2.971161523,-2.350879632,-2.843831508,-2.673852609
 01/02  09:40:00,-2.979747923,-2.346069584,-2.83864333,-2.667163975
 01/02  09:50:00,-2.9760323,-2.339287772,-2.832033339,-2.659632106
 01/02  10:00:00,-2.96613252,-2.330889591,-2.82413277,-2.651313751
 01/02  10:10:00,-2.951915595,-2.320732343,-2.81485936,-2.642122817
 01/02  10:20:00,-2.934259308,-2.308764226,-2.804177821,-2.632103088
 01/02  10:30:00,-2.913951954,-2.295065321,-2.792118264,-2.621295463
 01/02  10:40:00,-2.891460174,-2.279637791,-2.778704169,-2.609702771
 01/02  10:50:00,-2.867138458,-2.262507848,-2.76396524,-2.597318817
 01/02  11:00:00,-2.841293408,-2.243734053,-2.747936042,-2.584139641
 01/02  11:10:00,-2.817658551,-2.224406773,-2.731191656,-2.570531424
 01/02  11:20:00,-2.797365752,-2.205167881,-2.71418755,-2.55671864
 01/02  11:30:00,-2.779534702,-2.18616149,-2.697089059,-2.542766008
 01/02  11:40:00,-2.76321928,-2.167459496,-2.679935952,-2.528687144
 01/02  11:50:00,-2.747745953,-2.149068779,-2.662716948,-2.514475993
 01/02  12:00:00,-2.732740022,-2.130957558,-2.645408941,-2.500121565
 01/02  12:10:00,-2.717971492,-2.113080845,-2.62799163,-2.485613355
 01/02  12:20:00,-2.703304005,-2.095393503,-2.610447084,-2.470941219
 01/02  12:30:00,-2.688570357,-2.077840758,-2.592756629,-2.456093867
 01/02  12:40:00,-2.673979846,-2.060517001,-2.574941217,-2.441086165
 01/02  12:50:00,-2.659661976,-2.04349816,-2.557017913,-2.425930757
 01/02  13:00:00,-2.645572931,-2.026808639,-2.538991163,-2.410631997
 01/02  13:10:00,-2.637057152,-2.011798293,-2.521646056,-2.395722403
 01/02  13:20:00,-2.635819699,-1.99920661,-2.505450332,-2.381527398
 01/02  13:30:00,-2.64050718,-1.989136559,-2.490522808,-2.368141356
 01/02  13:40:00,-2.649238698,-1.981524253,-2.476851111,-2.355570869
 01/02  13:50:00,-2.660557494,-1.976230103,-2.464385718,-2.343796602
 01/02  14:00:00,-2.673555066,-1.973097245,-2.453079683,-2.332799685
 01/02  14:10:00,-2.684137726,-1.971006829,-2.442358822,-2.322204366
 01/02  14:20:00,-2.690900626,-1.969265206,-2.431871632,-2.311779059
 01/02  14:30:00,-2.694558116,-1.967651372,-2.421509162,-2.301451661
 01/02  14:40:00,-2.696576755,-1.966306856,-2.4113143,-2.29125108
 01/02  14:50:00,-2.698012148,-1.965380238,-2.40134943,-2.281219938
 01/02  15:00:00,-2.699353407,-1.964958999,-2.391661472,-2.271391344
 01/02  15:10:00,-2.69502074,-1.963444303,-2.381383077,-2.261183839
 01/02  15:20:00,-2.683392326,-1.959922642,-2.370000081,-2.250245368
 01/02  15:30:00,-2.665964306,-1.954264194,-2.357395475,-2.23848556
 01/02  15:40:00,-2.644699011,-1.946537937,-2.343600804,-2.225912908
 01/02  15:50:00,-2.620992911,-1.936881477,-2.328688206,-2.212564269
 01/02  16:00:00,-2.595717255,-1.925509418,-2.312746253,-2.198489174
 01/02  16:10:00,-2.573186301,-1.913703722,-2.296447874,-2.18413283
 01/02  16:20:00,-2.554810437,-1.902255867,-2.280219061,-2.169781139
 01/02  16:30:00,-2.540089223,-1.891728442,-2.264289121,-2.15559243
 01/02  16:40:00,-2.527418569,-1.881942327,-2.248650633,-2.141569455
 01/02  16:50:00,-2.515527249,-1.87259863,-2.233246239,-2.127676809
 01/02  17:00:00,-2.50383693,-1.863504085,-2.218039142,-2.113893686
 01/02  17:10:00,-2.49624424,-1.855766945,-2.203637904,-2.100633005
 01/02  17:20:00,-2.493965573,-1.850041208,-2.190418341,-2.088156789
 01/02  17:30:00,-2.495993111,-1.846429273,-2.178484261,-2.076547828
 01/02  17:40:00,-2.500841148,-1.844777251,-2.167810587,-2.065802866
 01/02  17:50:00,-2.507420868,-1.84488242,-2.158340634,-2.055896458
 01/02  18:00:00,-2.515169363,-1.846571139,-2.150026587,-2.046807469
 01/02  18:10:00,-2.51605758,-1.847457175,-2.141617893,-2.037703685
 01/02  18:20:00,-2.507676511,-1.846157214,-2.132353198,-2.028069889
 01/02  18:30:00,-2.49200531,-1.842375171,-2.122016061,-2.017748971
 01/02  18:40:00,-2.471910572,-1.836307309,-2.110643994,-2.006752318
 01/02  18:50:00,-2.449434561,-1.828245828,-2.098332387,-1.995131354
 01/02  19:00:00,-2.425643516,-1.818438485,-2.085163294,-1.98293049
 01/02  19:10:00,-2.351566251,-1.79730316,-2.064274122,-1.965702953
 01/02  19:20:00,-2.265964366,-1.769856099,-2.038726604,-1.945354435
 01/02  19:30:00,-2.196382876,-1.741072857,-2.011748653,-1.923923389
 01/02  19:40:00,-2.146651083,-1.713122449,-1.984826122,-1.902359143
 01/02  19:50:00,-2.110065403,-1.686382746,-1.958298297,-1.88089014
 01/02  20:00:00,-2.079815169,-1.660623508,-1.932095248,-1.859485257
 01/02  20:10:00,-2.051528684,-1.635395039,-1.906213243,-1.838013365
 01/02  20:20:00,-2.023638575,-1.61043489,-1.880620937,-1.816398343
 01/02  20:30:00,-1.995929966,-1.585637971,-1.855272918,-1.794616326
 01/02  20:40:00,-1.968488731,-1.560967283,-1.830123018,-1.772666417
 01/02  20:50:00,-1.941330567,-1.536401916,-1.805129325,-1.750552512
 01/02  21:00:00,-1.914386758,-1.511920231,-1.780254544,-1.728277104
 01/02  21:10:00,-1.888184105,-1.487693652,-1.755566171,-1.705910291
 01/02  21:20:00,-1.862808997,-1.463801226,-1.731090933,-1.683493002
 01/02  21:30:00,-1.838036992,-1.440233887,-1.706812591,-1.661035606
 01/02  21:40:00,-1.813606588,-1.416947073,-1.682697061,-1.638534442
 01/02  21:50:00,-1.789340173,-1.393892918,-1.658708703,-1.615982577
 01/02  22:00:00,-1.76514415,-1.371030553,-1.634815876,-1.593475412
 01/02  22:10:00,-1.640808535,-1.326265763,-1.595518163,-1.560709944
 01/02  22:20:00,-1.524220629,-1.277621356,-1.552121676,-1.525038668
 01/02  22:30:00,-1.47596036,-1.239733737,-1.514353709,-1.492893925
 01/02  22:40:00,-1.491817645,-1.217479591,-1.485910617,-1.466841578
 01/02  22:50:00,-1.545454691,-1.210239413,-1.466953514,-1.447157371
 01/02  23:00:00,-1.615956251,-1.215850671,-1.456549237,-1.433384876
 01/02  23:10:00,-1.668531242,-1.225618491,-1.449682919,-1.422277623
 01/02  23:20:00,-1.694848024,-1.234502538,-1.443336773,-1.411844401
 01/02  23:30:00,-1.702666989,-1.241084366,-1.436549437,-1.401421284
 01/02  23:40:00,-1.70151806,-1.245559751,-1.429301362,-1.390960321
 01/02  23:50:00,-1.697081382,-1.248437333,-1.421785952,-1.380559554
 01/02  24:00:00,-1.69153987,-1.250112297,-1.41415145,-1.370294314
 01/03  00:10:00,-1.685455798,-1.250854118,-1.40648189,-1.36020296
 01/03  00:20:00,-1.67893342,-1.250829804,-1.398815777,-1.350296748
 01/03  00:30:00,-1.672055927,-1.250152291,-1.391171516,-1.340575344
 01/03  00:40:00,-1.664939676,-1.248910699,-1.383560994,-1.331035283
 01/03  00:50:00,-1.657692739,-1.247182403,-1.375994023,-1.321672737
 01/03  01:00:00,-1.650390384,-1.245036143,-1.368479007,-1.312483874
 01/03  01:10:00,-1.643025455,-1.242508627,-1.361015587,-1.303460436
 01/03  01:20:00,-1.635601387,-1.239634095,-1.353600474,-1.294592731
 01/03  01:30:00,-1.628147075,-1.23645299,-1.346238704,-1.285876775
 01/03  01:40:00,-1.620698421,-1.233008465,-1.338935011,-1.277308902
 01/03  01:50:00,-1.613283577,-1.229341607,-1.331692806,-1.268885135
 01/03  02:00:00,-1.605919643,-1.225488988,-1.324514623,-1.260601443
 01/03  02:10:00,-1.591859988,-1.219661674,-1.316295099,-1.251704204
 01/03  02:20:00,-1.569704304,-1.21093188,-1.30641141,-1.241749452
 01/03  02:30:00,-1.54173974,-1.199243219,-1.294749449,-1.230627304
 01/03  02:40:00,-1.510628616,-1.18490925,-1.281422463,-1.21838105
 01/03  02:50:00,-1.478018507,-1.168291399,-1.266585958,-1.205086846
 01/03  03:00:00,-1.444614142,-1.149690852,-1.250372723,-1.190810653
 01/03  03:10:00,-1.424139861,-1.132968339,-1.235093024,-1.1770966
 01/03  03:20:00,-1.419564239,-1.120269525,-1.222090308,-1.164872183
 01/03  03:30:00,-1.426414294,-1.111938159,-1.211678565,-1.154392071
 01/03  03:40:00,-1.439390766,-1.107528411,-1.203702544,-1.145598201
 01/03  03:50:00,-1.455208471,-1.106468428,-1.197913038,-1.13836312
 01/03  04:00:00,-1.472471306,-1.108286592,-1.194099516,-1.132577426
 01/03  04:10:00,-1.496338933,-1.114122356,-1.193020811,-1.128781673
 01/03  04:20:00,-1.527854012,-1.12449221,-1.19507376,-1.127280518
 01/03  04:30:00,-1.565020962,-1.13923417,-1.200249415,-1.128109086
 01/03  04:40:00,-1.605529444,-1.157905345,-1.208362033,-1.1311806
 01/03  04:50:00,-1.647921386,-1.180042834,-1.219198773,-1.136384157
 01/03  05:00:00,-1.691544412,-1.205252005,-1.232572459,-1.143620016
 01/03  05:10:00,-1.736158281,-1.233205223,-1.248324882,-1.152802846
 01/03  05:20:00,-1.781667008,-1.263630839,-1.266320616,-1.163858476
 01/03  05:30:00,-1.828004979,-1.296298031,-1.286440151,-1.17672005
 01/03  05:40:00,-1.875113132,-1.331006532,-1.308575839,-1.191325878
 01/03  05:50:00,-1.922942517,-1.367580946,-1.332629953,-1.207618538
 01/03  06:00:00,-1.971457377,-1.405867378,-1.358513636,-1.225544514
 01/03  06:10:00,-2.007449647,-1.437513377,-1.380203448,-1.240514421
 01/03  06:20:00,-2.036247609,-1.464966977,-1.399311781,-1.253720562
 01/03  06:30:00,-2.063936229,-1.491379962,-1.417999143,-1.266774198
 01/03  06:40:00,-2.092993109,-1.518294451,-1.437343981,-1.280480879
 01/03  06:50:00,-2.12350479,-1.546082553,-1.457627122,-1.295052587
 01/03  07:00:00,-2.154906476,-1.574672787,-1.478947861,-1.310471245
 01/03  07:10:00,-2.183268276,-1.602113821,-1.50021545,-1.325961391
 01/03  07:20:00,-2.205521585,-1.627329053,-1.520752578,-1.341113892
 01/03  07:30:00,-2.221231034,-1.649356499,-1.540209797,-1.355699358
 01/03  07:40:00,-2.231803021,-1.668220469,-1.558566166,-1.369688161
 01/03  07:50:00,-2.238951406,-1.684860041,-1.575902617,-1.383114398
 01/03  08:00:00,-2.24396245,-1.699700986,-1.592309333,-1.396020311
 01/03  08:10:00,-2.254924729,-1.714908089,-1.608969907,-1.409188737
 01/03  08:20:00,-2.274786797,-1.731202924,-1.626600691,-1.423101605
 01/03  08:30:00,-2.302242446,-1.748795261,-1.64541021,-1.437907361
 01/03  08:40:00,-2.334663513,-1.767464359,-1.665332939,-1.453572096
 01/03  08:50:00,-2.367334173,-1.786959297,-1.686253856,-1.470026799
 01/03  09:00:00,-2.398681304,-1.807071937,-1.708080973,-1.487215824
 01/03  09:10:00,-2.387154552,-1.814615067,-1.721972256,-1.498764329
 01/03  09:20:00,-2.357480798,-1.813625428,-1.730419589,-1.506426106
 01/03  09:30:00,-2.331158651,-1.809214612,-1.736660138,-1.512495625
 01/03  09:40:00,-2.314442706,-1.804073844,-1.742346236,-1.518143168
 01/03  09:50:00,-2.305167701,-1.798973412,-1.747943486,-1.523698845
 01/03  10:00:00,-2.299686274,-1.793902474,-1.753438291,-1.529153898
 01/03  10:10:00,-2.293909723,-1.78819913,-1.75847265,-1.534264025
 01/03  10:20:00,-2.286308978,-1.781477886,-1.762828737,-1.538877061
 01/03  10:30:00,-2.277000416,-1.773648735,-1.766440808,-1.542850526
 01/03  10:40:00,-2.266950678,-1.764974356,-1.769373238,-1.546208234
