Date/Time,Environment:Site Sky Temperature [C](Hourly),Outdoor Air Drybulb Temperature [C],Outdoor Air Wetbulb Temperature [C],Outdoor Air Wind Speed [m/s],Outdoor Air Wind Direction [degree]
 07/02  11:00:00,27.00373194,39.15355002,21.2624648,1.661981275,220
 07/02  12:00:00,28.10842428,39.97855002,21.41266516,1.890694295,251.25
 07/02  13:00:00,27.50071378,40.66605002,20.50428813,2.691189863,270
 07/02  14:00:00,27.54188186,42.14105002,20.26347121,3.171487204,288.75
 07/02  15:00:00,27.48125951,42.40355002,20.25355155,3.55267557,262.5
 07/02  16:00:00,27.6028991,42.55355002,20.32869934,3.400200224,246.25
 07/02  17:00:00,27.58278996,42.77855002,20.19407518,3.362081387,256.25
 07/02  18:00:00,27.156162,42.40355002,20.08797783,3.476437897,266.25
 07/02  19:00:00,26.35843114,41.49105002,19.73770298,3.857626263,270
 07/02  20:00:00,25.47272023,38.64105002,20.06601391,3.285843714,313.75
 07/02  21:00:00,24.11567893,37.17855002,20.26119911,2.424358007,178.75
 07/02  22:00:00,21.99140656,36.49105002,20.1900621,1.395149419,35
 07/02  23:00:00,20.00227013,35.01605002,19.78367263,1.143565098,220
 07/02  24:00:00,19.45742378,34.37855002,19.7273406,1.280792909,262.5
 07/03  01:00:00,18.18978473,33.00355002,19.35585561,2.043169641,251.25
 07/03  02:00:00,17.83740546,30.80355002,19.20792878,2.119407314,233.75
 07/03  03:00:00,19.21139704,30.35355002,19.26828236,1.700100112,236.25
 07/03  04:00:00,18.88071451,29.82855002,19.24179478,1.395149419,246.25
 07/03  05:00:00,18.72811779,29.37855002,19.33881483,1.471387092,312.5
 07/03  06:00:00,18.55062902,29.37855002,19.29006984,0.594653851,266.25
 07/03  07:00:00,18.83854434,30.44105002,18.66967891,1.181683934,335
 07/03  08:00:00,19.72018493,32.14105002,17.80070506,2.462476844,288.75
 07/03  09:00:00,20.26796067,33.77855002,17.40488253,3.034259393,282.5
 07/03  10:00:00,21.15685658,34.75355002,17.39315352,2.370991636,283.75
 07/03  11:00:00,22.14731368,36.04105002,17.85206547,1.890694295,286.25
 07/03  12:00:00,23.52637235,38.05355002,18.90633383,2.081288478,277.5
 07/03  13:00:00,24.78696932,39.56605002,19.56402645,2.005050805,282.5
 07/03  14:00:00,25.57644376,40.35355002,19.8740454,2.462476844,290
 07/03  15:00:00,25.51462233,41.26605002,19.90961539,3.034259393,258.75
 07/03  16:00:00,25.84458447,41.99105002,20.26483865,3.171487204,258.75
 07/03  17:00:00,25.94830667,42.17855002,20.2653063,3.171487204,263.75
 07/03  18:00:00,25.61817445,41.86605002,20.18348751,3.55267557,285
 07/03  19:00:00,25.07897362,40.99105002,20.30424371,3.78138859,287.5
 07/03  20:00:00,24.82982506,39.82855002,19.9108643,3.171487204,267.5
 07/03  21:00:00,22.81844163,38.00355002,19.66437251,2.61495219,266.25
 07/03  22:00:00,21.39601612,36.86605002,19.83094755,2.119407314,270
 07/03  23:00:00,22.0179564,35.61605002,19.79137692,1.890694295,282.5
 07/03  24:00:00,24.46304393,34.97855002,19.51835181,2.271882661,277.5
 07/04  01:00:00,22.91402277,33.91605002,19.04832911,2.310001497,295
 07/04  02:00:00,20.1771473,33.27855002,18.81932572,2.805546373,278.75
 07/04  03:00:00,17.73863281,32.27855002,18.4544253,2.370991636,247.5
 07/04  04:00:00,15.29367112,30.24105002,17.80287661,1.280792909,231.25
 07/04  05:00:00,16.1819811,29.75355002,17.5192617,0.343069529,3.75
 07/04  06:00:00,17.32210767,29.97855002,17.65414007,0.800495568,50
 07/04  07:00:00,17.7257617,30.35355002,17.86670353,1.661981275,191.25
 07/04  08:00:00,18.9249492,31.57855002,18.1978284,1.700100112,305
 07/04  09:00:00,19.08213221,33.55355002,18.61870302,1.776337785,296.25
 07/04  10:00:00,19.47811706,35.44105002,18.54092415,1.509505929,256.25
 07/04  11:00:00,20.41980781,36.76605002,18.39666893,1.852575458,242.5
 07/04  12:00:00,22.14226169,37.86605002,18.37958652,2.386239171,268.75
 07/04  13:00:00,24.03168791,39.34105002,18.7239059,1.928813132,286.25
 07/04  14:00:00,24.2442798,40.35355002,19.13814687,2.157526151,240
 07/04  15:00:00,24.62009921,41.26605002,19.39132936,2.691189863,235
 07/04  16:00:00,25.10023908,41.67855002,19.70928322,2.424358007,243.75
 07/04  17:00:00,25.78234955,41.30355002,19.88900258,1.623862439,271.25
 07/04  18:00:00,26.15421247,41.07855002,19.90314041,2.233763824,283.75
 07/04  19:00:00,26.05134461,40.39105002,19.51579921,2.424358007,292.5
 07/04  20:00:00,25.78337728,39.29105002,19.12145769,2.195644988,287.5
 07/04  21:00:00,25.55624925,38.19105002,19.04679981,2.005050805,273.75
 07/04  22:00:00,24.87030394,37.09105002,19.0465278,1.509505929,257.5
 07/04  23:00:00,23.44192408,35.99105002,18.79954291,1.471387092,250
 07/04  24:00:00,22.70310732,35.20355002,18.78318578,1.1664364,237.5
 07/05  01:00:00,23.27492755,34.60355002,18.61483867,1.143565098,242.5
 07/05  02:00:00,23.65632335,33.69105002,18.36939206,1.661981275,293.75
 07/05  03:00:00,23.33931173,32.96605002,18.25903727,1.280792909,245
 07/05  04:00:00,22.61710576,32.77855002,18.39145914,1.524753464,162.5
 07/05  05:00:00,23.04142705,32.77855002,18.80553628,1.509505929,127.5
 07/05  06:00:00,24.01319959,32.77855002,18.68141071,1.661981275,145
 07/05  07:00:00,23.37916486,33.09105002,19.18213284,1.890694295,116.25
 07/05  08:00:00,23.75893718,33.96605002,20.39428524,2.081288478,96.25
 07/05  09:00:00,23.2727658,35.12855002,21.0853106,2.005050805,112.5
 07/05  10:00:00,22.95791593,37.26605002,20.92079166,2.271882661,151.25
 07/05  11:00:00,24.19955495,39.71605002,20.5240066,1.738218949,188.75
 07/05  12:00:00,25.24507265,40.89105002,20.79377748,1.852575458,218.75
 07/05  13:00:00,26.21430538,41.76605002,21.21295544,2.195644988,192.5
 07/05  14:00:00,26.64635589,42.17855002,21.3103016,1.395149419,188.75
 07/05  15:00:00,26.95243813,42.55355002,21.52269811,1.715347647,275
 07/05  16:00:00,26.93219928,42.77855002,21.40415301,2.805546373,307.5
 07/05  17:00:00,26.80986637,42.77855002,21.25492205,2.561585819,287.5
 07/05  18:00:00,26.70767232,42.40355002,21.2817592,2.576833354,273.75
 07/05  19:00:00,25.92627172,41.49105002,21.12545577,2.61495219,276.25
 07/05  20:00:00,24.6609297,40.39105002,20.61162745,2.50059568,273.75
 07/05  21:00:00,23.42251531,39.29105002,19.95872597,2.50059568,263.75
 07/05  22:00:00,22.97945161,37.81605002,19.49098386,2.119407314,247.5
 07/05  23:00:00,22.97945161,36.49105002,19.30377382,1.890694295,258.75
 07/05  24:00:00,22.23206609,35.39105002,19.01634201,2.271882661,276.25
 07/06  01:00:00,21.78363477,34.60355002,18.44817354,2.119407314,280
 07/06  02:00:00,21.35244229,34.06605002,18.00411977,1.890694295,286.25
 07/06  03:00:00,20.65947979,33.19105002,17.45073829,1.700100112,277.5
 07/06  04:00:00,20.39893158,32.40355002,17.11628616,1.395149419,270
 07/06  05:00:00,19.96157904,31.86605002,17.19098904,1.471387092,157.5
 07/06  06:00:00,19.36908371,31.30355002,17.16664494,1.585743602,182.5
 07/06  07:00:00,18.94997961,31.07855002,17.41389585,1.776337785,310
 07/06  08:00:00,20.02334596,32.14105002,18.3195878,0.709010361,251.25
 07/06  09:00:00,21.17965861,34.15355002,19.52896332,1.5628723,322.5
 07/06  10:00:00,21.11503834,35.66605002,19.92625575,2.50059568,300
 07/06  11:00:00,22.20734076,37.45355002,20.19180249,1.928813132,262.5
 07/06  12:00:00,24.03168791,38.65355002,20.18532477,1.395149419,258.75
 07/06  13:00:00,26.91711625,40.25355002,20.90170766,1.852575458,295
 07/06  14:00:00,27.35725455,41.45355002,20.69551062,2.576833354,266.25
 07/06  15:00:00,26.40008268,41.67855002,20.96383215,2.61495219,271.25
 07/06  16:00:00,26.86957975,42.36605002,21.55288955,2.919902883,296.25
 07/06  17:00:00,27.29880013,42.77855002,21.64764428,2.942774185,293.75
 07/06  18:00:00,27.29880013,42.40355002,22.13183848,3.415447759,271.25
 07/06  19:00:00,26.48056498,41.49105002,22.21100113,3.78138859,272.5
 07/06  20:00:00,25.05607995,40.01605002,21.83868938,3.171487204,273.75
 07/06  21:00:00,24.91259386,38.69105002,21.6290257,3.034259393,270
 07/06  22:00:00,25.16257803,37.59105002,21.69402124,2.942774185,270
 07/06  23:00:00,25.36985502,36.49105002,21.62141781,2.424358007,276.25
 07/06  24:00:00,25.70080995,36.07855002,21.20213085,2.576833354,280
 07/07  01:00:00,25.51462233,35.39105002,20.69597813,2.805546373,280
 07/07  02:00:00,25.53547,34.60355002,20.5799932,3.224853576,273.75
 07/07  03:00:00,27.5920207,34.37855002,20.93736397,3.285843714,263.75
 07/07  04:00:00,28.14764487,33.37855002,21.59428214,2.180397453,260
 07/07  05:00:00,26.55998643,32.40355002,22.22740417,1.776337785,272.5
 07/07  06:00:00,22.75959203,31.49105002,22.29037296,1.509505929,286.25
 07/07  07:00:00,20.81202422,31.45355002,22.2384427,1.471387092,296.25
 07/07  08:00:00,21.0717662,32.67855002,22.53030475,1.776337785,281.25
 07/07  09:00:00,22.97064073,34.34105002,22.9248618,2.462476844,263.75
 07/07  10:00:00,24.41177975,35.35355002,23.34504889,2.233763824,247.5
 07/07  11:00:00,25.69771736,36.26605002,23.56528492,2.691189863,240
 07/07  12:00:00,27.03272927,38.05355002,23.56770151,2.752180002,252.5
 07/07  13:00:00,27.25802299,38.87855002,22.96089084,2.119407314,253.75
 07/07  14:00:00,28.14569251,39.94105002,22.94325947,2.462476844,268.75
 07/07  15:00:00,28.45027594,41.26605002,22.73039266,3.415447759,261.25
 07/07  16:00:00,27.56114274,41.67855002,22.90767153,2.790298838,268.75
 07/07  17:00:00,27.44067945,41.99105002,23.14575697,3.186734739,286.25
 07/07  18:00:00,27.21698167,41.49105002,23.54396547,4.772478341,271.25
 07/07  19:00:00,26.56399744,40.76605002,23.56255454,4.757230807,266.25
 07/07  20:00:00,26.00992573,40.20355002,23.38596884,3.628913244,251.25
 07/07  21:00:00,25.72155452,38.91605002,23.01041527,2.561585819,240
 07/07  22:00:00,25.245074,37.96605002,22.57942912,2.386239171,240
 07/07  23:00:00,25.41089613,37.40355002,22.7164218,2.50059568,246.25
 07/07  24:00:00,26.48055468,37.17855002,22.87231732,2.119407314,243.75
 07/08  01:00:00,26.04880447,36.49105002,22.04497634,1.890694295,233.75
 07/08  02:00:00,23.49652443,35.39105002,21.56214649,1.700100112,248.75
 07/08  03:00:00,22.40467422,34.29105002,21.68125717,1.776337785,166.25
 07/08  04:00:00,20.18661767,32.81605002,21.93838857,2.462476844,97.5
 07/08  05:00:00,18.59548722,31.86605002,22.17585971,2.805546373,96.25
 07/08  06:00:00,19.99869502,31.30355002,22.21483296,2.61495219,112.5
 07/08  07:00:00,21.35244074,31.45355002,22.49068275,2.691189863,101.25
 07/08  08:00:00,23.30972663,32.67855002,22.82391777,2.61495219,96.25
 07/08  09:00:00,24.43319436,34.34105002,22.86512161,1.928813132,75
 07/08  10:00:00,25.63506382,36.35355002,22.71848512,1.395149419,160
 07/08  11:00:00,26.62561522,37.17855002,22.43885092,1.661981275,232.5
 07/08  12:00:00,27.11544997,38.55355002,22.35974189,1.890694295,277.5
 07/08  13:00:00,28.506454,40.12855002,22.42891682,2.081288478,300
 07/08  14:00:00,29.23104632,41.26605002,22.4810892,2.195644988,318.75
 07/08  15:00:00,29.43008626,41.99105002,22.21850497,3.186734739,273.75
 07/08  16:00:00,29.35047028,42.55355002,22.51336673,4.162576956,252.5
 07/08  17:00:00,29.13129007,42.77855002,22.55144694,4.391289975,260
 07/08  18:00:00,29.5686462,42.77855002,22.17241089,4.010101609,266.25
 07/08  19:00:00,30.26193904,42.40355002,21.80695777,3.590794407,276.25
 07/08  20:00:00,30.00482342,40.42855002,21.92025459,3.66703208,193.75
 07/08  21:00:00,30.4970767,39.06605002,21.60418325,3.400200224,70
 07/08  22:00:00,29.98286617,38.50355002,21.32148461,2.752180002,76.25
 07/08  23:00:00,27.26491642,37.27855002,21.55995791,2.119407314,123.75
 07/08  24:00:00,25.88658595,36.67855002,21.51721552,2.691189863,143.75
 07/09  01:00:00,24.88965848,35.99105002,21.28083347,3.55267557,115
 07/09  02:00:00,23.16618271,34.51605002,21.55737329,3.78138859,112.5
 07/09  03:00:00,20.51789818,33.50355002,21.6056813,3.78138859,113.75
 07/09  04:00:00,20.54693532,32.96605002,21.43370685,3.171487204,116.25
 07/09  05:00:00,21.4822543,32.40355002,21.37550791,3.034259393,120
 07/09  06:00:00,22.04054581,31.86605002,21.40179246,3.171487204,107.5
 07/09  07:00:00,22.61765637,31.99105002,21.66353445,3.171487204,93.75
 07/09  08:00:00,23.12760676,33.24105002,22.07421703,3.171487204,108.75
 07/09  09:00:00,25.29603602,35.62855002,22.59890727,3.171487204,132.5
 07/09  10:00:00,27.19561318,37.36605002,22.94136597,2.752180002,146.25
 07/09  11:00:00,27.82567635,38.46605002,22.96830362,2.310001497,137.5
 07/09  12:00:00,28.14861313,39.56605002,23.19963693,2.005050805,117.5
 07/09  13:00:00,28.97009056,40.66605002,23.42386967,2.081288478,185
 07/09  14:00:00,29.88605109,41.45355002,23.06294771,1.814456622,236.25
 07/09  15:00:00,30.28210367,41.99105002,22.34168735,2.348120334,277.5
 07/09  16:00:00,31.02767917,42.55355002,22.26892926,3.224853576,306.25
 07/09  17:00:00,30.55564551,41.40355002,21.57101088,5.22990438,102.5
 07/09  18:00:00,31.00663939,39.14105002,20.61870992,4.337923604,50
 07/09  19:00:00,29.91801762,37.59105002,20.29586302,3.171487204,173.75
 07/09  20:00:00,28.51032,36.86605002,19.87774549,2.561585819,338.75
 07/09  21:00:00,28.37012186,36.67855002,19.83656855,2.805546373,33.75
 07/09  22:00:00,26.28413328,35.61605002,19.80144309,3.171487204,97.5
 07/09  23:00:00,27.24305459,34.60355002,20.44330477,3.171487204,132.5
 07/09  24:00:00,26.34436908,33.69105002,20.99374967,3.171487204,102.5
 07/10  01:00:00,22.55720706,32.27855002,21.29772078,3.55267557,105
 07/10  02:00:00,20.33175937,31.30355002,21.25385585,3.400200224,101.25
 07/10  03:00:00,19.21380916,30.39105002,20.99606653,2.752180002,96.25
 07/10  04:00:00,18.37281395,29.60355002,20.71553564,1.928813132,87.5
 07/10  05:00:00,16.63840473,29.37855002,20.48649076,2.157526151,105
 07/10  06:00:00,17.22548041,29.37855002,20.41535293,2.50059568,120
 07/10  07:00:00,18.77168111,30.12855002,20.64130751,2.119407314,113.75
 07/10  08:00:00,18.39380248,31.26605002,20.91162436,2.081288478,103.75
 07/10  09:00:00,18.59426831,32.36605002,21.23939629,1.814456622,106.25
 07/10  10:00:00,20.30646086,34.15355002,21.67099528,1.776337785,85
 07/10  11:00:00,21.63224598,35.66605002,21.82788584,1.509505929,182.5
 07/10  12:00:00,23.01846115,37.14105002,22.22281184,1.661981275,225
 07/10  13:00:00,23.86676492,38.09105002,22.30114006,2.271882661,228.75
 07/10  14:00:00,24.82772233,39.34105002,22.3351562,1.928813132,227.5
 07/10  15:00:00,25.94728291,40.35355002,22.84399407,2.157526151,232.5
 07/10  16:00:00,28.93127323,40.89105002,23.10966854,2.919902883,265
 07/10  17:00:00,30.49891919,40.39105002,22.86069553,3.171487204,267.5
 07/10  18:00:00,30.10395227,35.79105002,21.62479618,5.115547871,238.75
 07/10  19:00:00,26.40548683,32.27855002,20.22532596,4.909706153,177.5
 07/10  20:00:00,25.46960616,31.99105002,19.66656075,4.086339283,343.75
 07/10  21:00:00,24.90842642,31.86605002,19.60796341,2.714061165,308.75
 07/10  22:00:00,26.72883816,31.99105002,19.73218704,1.890694295,202.5
 07/10  23:00:00,26.844603,31.86605002,19.98831801,2.691189863,118.75
 07/10  24:00:00,26.09249175,30.24105002,20.08008802,3.171487204,137.5
 07/11  01:00:00,21.12413838,29.06605002,19.90121601,2.942774185,153.75
 07/11  02:00:00,18.10609393,28.87855002,19.82842279,3.034259393,150
 07/11  03:00:00,17.88260049,28.50355002,20.00383944,3.171487204,143.75
 07/11  04:00:00,16.73244225,27.59105002,20.21008689,2.752180002,127.5
 07/11  05:00:00,15.5508411,27.17855002,20.26267015,2.50059568,132.5
 07/11  06:00:00,16.2333203,27.17855002,20.26347834,2.50059568,121.25
 07/11  07:00:00,16.8487148,27.55355002,20.68940425,2.119407314,103.75
 07/11  08:00:00,17.18676264,28.77855002,20.99672804,2.271882661,100
 07/11  09:00:00,18.17110999,30.44105002,20.86812911,1.928813132,118.75
 07/11  10:00:00,18.75085001,32.14105002,20.88210059,0.594653851,48.75
 07/11  11:00:00,20.2400845,34.15355002,21.50684338,1.181683934,260
 07/11  12:00:00,21.30970173,35.35355002,21.78212763,2.271882661,250
 07/11  13:00:00,21.86897059,35.89105002,21.970569,3.491685432,292.5
 07/11  14:00:00,22.34050219,36.45355002,21.85932672,3.8957451,287.5
 07/11  15:00:00,23.21097769,37.36605002,22.17873542,4.162576956,261.25
 07/11  16:00:00,23.86676492,38.09105002,22.49698734,3.019011858,262.5
 07/11  17:00:00,23.99302987,38.27855002,22.32829209,2.195644988,263.75
 07/11  18:00:00,23.99302987,38.27855002,22.2151026,2.805546373,278.75
 07/11  19:00:00,23.57142807,37.96605002,22.00355003,2.561585819,290
 07/11  20:00:00,22.57366321,37.09105002,21.59050075,1.814456622,277.5
 07/11  21:00:00,21.69709703,36.30355002,20.98520166,1.776337785,263.75
 07/11  22:00:00,20.89791562,35.39105002,20.77301838,1.509505929,247.5
 07/11  23:00:00,20.13652169,34.60355002,20.52909676,2.233763824,252.5
 07/11  24:00:00,19.21380916,33.69105002,20.20596627,2.61495219,278.75
 07/12  01:00:00,18.48425266,32.96605002,20.03280752,2.919902883,283.75
 07/12  02:00:00,17.61267025,32.09105002,19.64298423,1.98980327,298.75
 07/12  03:00:00,16.30223258,30.61605002,19.34556733,1.471387092,108.75
 07/12  04:00:00,15.29891236,29.60355002,18.99132593,1.395149419,100
 07/12  05:00:00,15.02358504,29.37855002,18.82366031,0.480297341,262.5
 07/12  06:00:00,15.02358504,29.37855002,18.82496612,0,0
 07/12  07:00:00,15.71059748,30.12855002,18.99014395,0.800495568,310
 07/12  08:00:00,17.02681064,31.57855002,19.39186591,0.480297341,240
 07/12  09:00:00,18.68057784,33.24105002,20.02337903,0.800495568,6.25
 07/12  10:00:00,20.33057938,34.94105002,20.54312655,1.05207989,66.25
 07/12  11:00:00,21.67442159,36.57855002,20.46234649,1.90594183,125
 07/12  12:00:00,22.97725502,38.24105002,20.38912407,1.738218949,165
 07/12  13:00:00,23.48753947,38.87855002,20.42075433,1.280792909,180
 07/12  14:00:00,24.22222085,40.25355002,20.1520628,1.852575458,267.5
 07/12  15:00:00,23.9283483,40.39105002,19.55844786,2.195644988,282.5
 07/12  16:00:00,23.90842405,40.66605002,19.23226227,2.576833354,272.5
 07/12  17:00:00,23.84556014,41.07855002,18.92246272,2.805546373,261.25
 07/12  18:00:00,23.23327851,40.39105002,18.65010549,2.424358007,262.5
 07/12  19:00:00,22.44653244,39.60355002,18.36987967,2.005050805,270
 07/12  20:00:00,20.82859025,38.69105002,17.42790918,1.700100112,257.5
 07/12  21:00:00,19.50052433,37.27855002,16.86273177,1.585743602,231.25
 07/12  22:00:00,18.61688496,35.99105002,16.63599781,1.585743602,226.25
 07/12  23:00:00,17.3870952,34.51605002,16.32229426,0.594653851,221.25
 07/12  24:00:00,16.28106236,32.50355002,16.905589,0.571782549,12.5
 07/13  01:00:00,15.36741724,31.30355002,16.86370017,0.914852078,51.25
 07/13  02:00:00,14.79282417,30.76605002,16.42069732,0.343069529,26.25
 07/13  03:00:00,13.95670332,29.82855002,16.10104178,0.991089751,56.25
 07/13  04:00:00,13.42103177,29.37855002,15.83250386,1.776337785,102.5
 07/13  05:00:00,12.64348125,28.69105002,15.43627255,1.700100112,103.75
 07/13  06:00:00,11.50327398,27.27855002,15.2356275,0.594653851,37.5
 07/13  07:00:00,13.07999488,28.05355002,15.63889577,0.800495568,106.25
 07/13  08:00:00,15.88684317,30.25355002,15.89999518,1.661981275,138.75
 07/13  09:00:00,18.18973739,33.14105002,16.46308261,2.081288478,113.75
 07/13  10:00:00,20.73765333,36.12855002,17.60050367,2.005050805,110
 07/13  11:00:00,22.31840546,38.24105002,17.8197434,1.509505929,185
 07/13  12:00:00,25.14369788,40.62855002,18.04936186,1.280792909,180
 07/13  13:00:00,27.45927181,41.67855002,18.27280373,1.661981275,131.25
 07/13  14:00:00,28.74953697,41.99105002,18.42428311,1.890694295,170
 07/13  15:00:00,30.31808184,41.86605002,18.35760439,1.890694295,150
 07/13  16:00:00,30.28072125,41.67855002,18.52035607,1.700100112,120
 07/13  17:00:00,30.26193904,41.99105002,18.8285846,1.395149419,193.75
 07/13  18:00:00,29.30652148,41.49105002,18.56682472,1.661981275,285
 07/13  19:00:00,28.08750512,40.76605002,18.68546736,1.509505929,295
 07/13  20:00:00,26.97112032,39.82855002,18.70774169,0.480297341,251.25
 07/13  21:00:00,25.03156328,38.69105002,18.6618077,0.571782549,100
 07/13  22:00:00,22.35201982,36.90355002,18.50505033,1.334159281,141.25
 07/13  23:00:00,20.94183778,35.76605002,18.18367182,1.585743602,142.5
 07/13  24:00:00,19.98225466,34.51605002,18.14048212,1.585743602,81.25
 07/14  01:00:00,19.52344037,33.19105002,17.88583531,1.585743602,58.75
